Performance,Gender,Caste,coaching,time,Class_ten_education,twelve_education,medium,Class_ X_Percentage,Class_XII_Percentage,Father_occupation,Mother_occupation
b'Good',b'female',b'General',b'WA',b'TWO',b'SEBA',b'CBSE',b'ENGLISH',b'Excellent',b'Excellent',b'BANK_OFFICIAL',b'HOUSE_WIFE'
b'Good',b'female',b'General',b'WA',b'TWO',b'SEBA',b'AHSEC',b'ENGLISH',b'Excellent',b'Excellent',b'SCHOOL_TEACHER',b'SCHOOL_TEACHER'
b'Good',b'female',b'General',b'WA',b'TWO',b'CBSE',b'CBSE',b'ENGLISH',b'Excellent',b'Excellent',b'BUSINESS',b'HOUSE_WIFE'
b'Good',b'male',b'General',b'WA',b'THREE',b'SEBA',b'AHSEC',b'ENGLISH',b'Good',b'Vg',b'BUSINESS',b'HOUSE_WIFE'
b'Good',b'male',b'OBC',b'WA',b'TWO',b'SEBA',b'AHSEC',b'ENGLISH',b'Excellent',b'Vg',b'SCHOOL_TEACHER',b'HOUSE_WIFE'
b'Good',b'male',b'General',b'NO',b'TWO',b'SEBA',b'AHSEC',b'ENGLISH',b'Excellent',b'Excellent',b'ENGINEER',b'COLLEGE_TEACHER'
b'Good',b'male',b'General',b'NO',b'TWO',b'CBSE',b'CBSE',b'ENGLISH',b'Excellent',b'Vg',b'SCHOOL_TEACHER',b'HOUSE_WIFE'
b'Good',b'male',b'General',b'NO',b'ONE',b'SEBA',b'AHSEC',b'ENGLISH',b'Vg',b'Vg',b'OTHERS',b'HOUSE_WIFE'
b'Good',b'female',b'General',b'WA',b'TWO',b'SEBA',b'CBSE',b'ENGLISH',b'Good',b'Vg',b'BUSINESS',b'HOUSE_WIFE'
b'Good',b'male',b'General',b'NO',b'ONE',b'CBSE',b'CBSE',b'ENGLISH',b'Excellent',b'Excellent',b'OTHERS',b'HOUSE_WIFE'
b'Good',b'male',b'SC',b'WA',b'THREE',b'CBSE',b'CBSE',b'ENGLISH',b'Excellent',b'Excellent',b'OTHERS',b'HOUSE_WIFE'
b'Good',b'male',b'General',b'OA',b'ONE',b'CBSE',b'CBSE',b'ENGLISH',b'Excellent',b'Excellent',b'ENGINEER',b'HOUSE_WIFE'
b'Good',b'female',b'General',b'WA',b'ONE',b'SEBA',b'AHSEC',b'ENGLISH',b'Excellent',b'Excellent',b'BANK_OFFICIAL',b'OTHERS'
b'Good',b'female',b'General',b'WA',b'TWO',b'CBSE',b'CBSE',b'ENGLISH',b'Excellent',b'Excellent',b'COLLEGE_TEACHER',b'SCHOOL_TEACHER'
b'Good',b'female',b'General',b'WA',b'TWO',b'SEBA',b'AHSEC',b'ASSAMESE',b'Excellent',b'Excellent',b'SCHOOL_TEACHER',b'SCHOOL_TEACHER'
b'Good',b'male',b'General',b'WA',b'THREE',b'SEBA',b'AHSEC',b'OTHERS',b'Vg',b'Vg',b'SCHOOL_TEACHER',b'SCHOOL_TEACHER'
b'Good',b'female',b'OBC',b'WA',b'ONE',b'SEBA',b'AHSEC',b'ENGLISH',b'Vg',b'Vg',b'OTHERS',b'HOUSE_WIFE'
b'Good',b'female',b'General',b'OA',b'TWO',b'CBSE',b'CBSE',b'ENGLISH',b'Excellent',b'Vg',b'ENGINEER',b'HOUSE_WIFE'
b'Good',b'male',b'OBC',b'NO',b'TWO',b'SEBA',b'AHSEC',b'ENGLISH',b'Good',b'Good',b'OTHERS',b'OTHERS'
b'Good',b'female',b'General',b'WA',b'TWO',b'SEBA',b'CBSE',b'ENGLISH',b'Excellent',b'Good',b'OTHERS',b'HOUSE_WIFE'
b'Good',b'male',b'General',b'WA',b'TWO',b'SEBA',b'CBSE',b'ENGLISH',b'Excellent',b'Vg',b'OTHERS',b'HOUSE_WIFE'
b'Good',b'female',b'OBC',b'OA',b'THREE',b'CBSE',b'CBSE',b'ENGLISH',b'Vg',b'Vg',b'BUSINESS',b'HOUSE_WIFE'
b'Good',b'female',b'General',b'NO',b'ONE',b'SEBA',b'AHSEC',b'ENGLISH',b'Excellent',b'Excellent',b'DOCTOR',b'DOCTOR'
b'Good',b'female',b'General',b'NO',b'ONE',b'SEBA',b'AHSEC',b'ENGLISH',b'Excellent',b'Excellent',b'ENGINEER',b'HOUSE_WIFE'
b'Good',b'male',b'General',b'NO',b'ONE',b'CBSE',b'AHSEC',b'ENGLISH',b'Excellent',b'Excellent',b'OTHERS',b'SCHOOL_TEACHER'
b'Good',b'male',b'General',b'WA',b'TWO',b'SEBA',b'AHSEC',b'ASSAMESE',b'Excellent',b'Vg',b'OTHERS',b'HOUSE_WIFE'
b'Good',b'male',b'OBC',b'OA',b'TWO',b'CBSE',b'CBSE',b'ENGLISH',b'Vg',b'Vg',b'DOCTOR',b'HOUSE_WIFE'
b'Good',b'male',b'General',b'WA',b'THREE',b'SEBA',b'AHSEC',b'ENGLISH',b'Excellent',b'Excellent',b'OTHERS',b'HOUSE_WIFE'
b'Good',b'male',b'OBC',b'NO',b'FIVE',b'SEBA',b'AHSEC',b'OTHERS',b'Good',b'Average',b'SCHOOL_TEACHER',b'HOUSE_WIFE'
b'Good',b'male',b'General',b'WA',b'TWO',b'CBSE',b'CBSE',b'ENGLISH',b'Excellent',b'Vg',b'OTHERS',b'HOUSE_WIFE'
b'Good',b'male',b'OBC',b'OA',b'TWO',b'CBSE',b'CBSE',b'ENGLISH',b'Excellent',b'Excellent',b'BUSINESS',b'OTHERS'
b'Good',b'male',b'OBC',b'NO',b'ONE',b'CBSE',b'CBSE',b'ENGLISH',b'Excellent',b'Excellent',b'OTHERS',b'HOUSE_WIFE'
b'Good',b'female',b'OBC',b'WA',b'SEVEN',b'CBSE',b'CBSE',b'ENGLISH',b'Excellent',b'Good',b'OTHERS',b'HOUSE_WIFE'
b'Good',b'male',b'SC',b'WA',b'TWO',b'SEBA',b'AHSEC',b'ENGLISH',b'Excellent',b'Excellent',b'DOCTOR',b'HOUSE_WIFE'
b'Good',b'female',b'SC',b'WA',b'TWO',b'CBSE',b'CBSE',b'ENGLISH',b'Excellent',b'Excellent',b'OTHERS',b'HOUSE_WIFE'
b'Good',b'female',b'OBC',b'WA',b'ONE',b'SEBA',b'AHSEC',b'ENGLISH',b'Vg',b'Excellent',b'DOCTOR',b'HOUSE_WIFE'
b'Good',b'female',b'OBC',b'WA',b'ONE',b'SEBA',b'AHSEC',b'OTHERS',b'Excellent',b'Excellent',b'BUSINESS',b'HOUSE_WIFE'
b'Good',b'male',b'General',b'WA',b'TWO',b'CBSE',b'CBSE',b'ENGLISH',b'Excellent',b'Vg',b'OTHERS',b'OTHERS'
b'Good',b'female',b'OBC',b'WA',b'THREE',b'SEBA',b'AHSEC',b'ENGLISH',b'Excellent',b'Excellent',b'OTHERS',b'OTHERS'
b'Good',b'male',b'OBC',b'WA',b'TWO',b'SEBA',b'AHSEC',b'ASSAMESE',b'Excellent',b'Vg',b'SCHOOL_TEACHER',b'HOUSE_WIFE'
b'Good',b'female',b'General',b'WA',b'TWO',b'SEBA',b'AHSEC',b'ENGLISH',b'Excellent',b'Excellent',b'DOCTOR',b'HOUSE_WIFE'
b'Good',b'female',b'General',b'OA',b'ONE',b'CBSE',b'CBSE',b'ENGLISH',b'Excellent',b'Excellent',b'SCHOOL_TEACHER',b'SCHOOL_TEACHER'
b'Good',b'female',b'General',b'NO',b'ONE',b'SEBA',b'AHSEC',b'ENGLISH',b'Excellent',b'Excellent',b'SCHOOL_TEACHER',b'SCHOOL_TEACHER'
b'Good',b'female',b'OBC',b'NO',b'TWO',b'SEBA',b'AHSEC',b'ENGLISH',b'Excellent',b'Vg',b'BUSINESS',b'HOUSE_WIFE'
b'Good',b'female',b'General',b'NO',b'ONE',b'CBSE',b'CBSE',b'ENGLISH',b'Excellent',b'Excellent',b'DOCTOR',b'HOUSE_WIFE'
b'Good',b'male',b'General',b'WA',b'THREE',b'SEBA',b'AHSEC',b'OTHERS',b'Vg',b'Good',b'SCHOOL_TEACHER',b'HOUSE_WIFE'
b'Good',b'female',b'OBC',b'WA',b'TWO',b'CBSE',b'CBSE',b'ENGLISH',b'Excellent',b'Excellent',b'SCHOOL_TEACHER',b'OTHERS'
b'Good',b'male',b'General',b'WA',b'TWO',b'SEBA',b'AHSEC',b'ENGLISH',b'Excellent',b'Excellent',b'OTHERS',b'HOUSE_WIFE'
b'Good',b'male',b'General',b'WA',b'ONE',b'CBSE',b'CBSE',b'ENGLISH',b'Excellent',b'Vg',b'OTHERS',b'HOUSE_WIFE'
b'Good',b'female',b'OBC',b'WA',b'ONE',b'CBSE',b'CBSE',b'ENGLISH',b'Excellent',b'Excellent',b'OTHERS',b'OTHERS'
b'Good',b'male',b'General',b'WA',b'TWO',b'CBSE',b'CBSE',b'ENGLISH',b'Excellent',b'Excellent',b'BUSINESS',b'HOUSE_WIFE'
b'Good',b'male',b'General',b'WA',b'ONE',b'SEBA',b'AHSEC',b'ENGLISH',b'Excellent',b'Excellent',b'DOCTOR',b'HOUSE_WIFE'
b'Good',b'male',b'General',b'WA',b'ONE',b'SEBA',b'AHSEC',b'ENGLISH',b'Excellent',b'Excellent',b'SCHOOL_TEACHER',b'HOUSE_WIFE'
b'Good',b'female',b'OBC',b'WA',b'TWO',b'CBSE',b'CBSE',b'ENGLISH',b'Excellent',b'Vg',b'OTHERS',b'HOUSE_WIFE'
b'Good',b'female',b'OBC',b'WA',b'ONE',b'CBSE',b'CBSE',b'ENGLISH',b'Excellent',b'Excellent',b'OTHERS',b'OTHERS'
b'Good',b'female',b'OBC',b'WA',b'TWO',b'SEBA',b'AHSEC',b'ENGLISH',b'Excellent',b'Excellent',b'OTHERS',b'SCHOOL_TEACHER'
b'Good',b'female',b'OBC',b'WA',b'THREE',b'SEBA',b'AHSEC',b'OTHERS',b'Good',b'Good',b'BUSINESS',b'HOUSE_WIFE'
b'Good',b'male',b'General',b'WA',b'TWO',b'CBSE',b'CBSE',b'ENGLISH',b'Excellent',b'Excellent',b'OTHERS',b'HOUSE_WIFE'
b'Good',b'female',b'OBC',b'WA',b'FOUR',b'SEBA',b'AHSEC',b'ENGLISH',b'Vg',b'Good',b'BUSINESS',b'HOUSE_WIFE'
b'Good',b'female',b'OBC',b'OA',b'TWO',b'SEBA',b'AHSEC',b'ENGLISH',b'Excellent',b'Excellent',b'SCHOOL_TEACHER',b'SCHOOL_TEACHER'
b'Good',b'female',b'OBC',b'WA',b'TWO',b'CBSE',b'CBSE',b'ENGLISH',b'Excellent',b'Excellent',b'DOCTOR',b'OTHERS'
b'Good',b'male',b'General',b'WA',b'TWO',b'SEBA',b'AHSEC',b'OTHERS',b'Excellent',b'Excellent',b'OTHERS',b'SCHOOL_TEACHER'
b'Good',b'male',b'General',b'WA',b'TWO',b'SEBA',b'AHSEC',b'OTHERS',b'Excellent',b'Vg',b'OTHERS',b'OTHERS'
b'Good',b'female',b'General',b'NO',b'ONE',b'SEBA',b'AHSEC',b'ENGLISH',b'Excellent',b'Excellent',b'SCHOOL_TEACHER',b'SCHOOL_TEACHER'
b'Good',b'female',b'OBC',b'NO',b'ONE',b'SEBA',b'AHSEC',b'ENGLISH',b'Excellent',b'Excellent',b'OTHERS',b'HOUSE_WIFE'
b'Good',b'male',b'General',b'WA',b'ONE',b'SEBA',b'AHSEC',b'ENGLISH',b'Excellent',b'Excellent',b'SCHOOL_TEACHER',b'SCHOOL_TEACHER'
b'Good',b'male',b'OBC',b'OA',b'TWO',b'SEBA',b'AHSEC',b'ENGLISH',b'Excellent',b'Excellent',b'DOCTOR',b'HOUSE_WIFE'
b'Good',b'male',b'OBC',b'NO',b'THREE',b'SEBA',b'AHSEC',b'ENGLISH',b'Excellent',b'Vg',b'OTHERS',b'HOUSE_WIFE'
b'Good',b'female',b'General',b'WA',b'THREE',b'SEBA',b'AHSEC',b'ASSAMESE',b'Excellent',b'Vg',b'DOCTOR',b'OTHERS'
b'Good',b'female',b'General',b'WA',b'ONE',b'SEBA',b'CBSE',b'ENGLISH',b'Excellent',b'Excellent',b'BUSINESS',b'HOUSE_WIFE'
b'Good',b'male',b'General',b'NO',b'ONE',b'SEBA',b'AHSEC',b'OTHERS',b'Excellent',b'Excellent',b'CULTIVATOR',b'HOUSE_WIFE'
b'Good',b'female',b'General',b'WA',b'TWO',b'CBSE',b'CBSE',b'ENGLISH',b'Excellent',b'Excellent',b'DOCTOR',b'OTHERS'
b'Good',b'male',b'General',b'WA',b'ONE',b'SEBA',b'AHSEC',b'ENGLISH',b'Excellent',b'Excellent',b'OTHERS',b'HOUSE_WIFE'
b'Good',b'female',b'General',b'NO',b'TWO',b'CBSE',b'CBSE',b'ENGLISH',b'Excellent',b'Vg',b'OTHERS',b'HOUSE_WIFE'
b'Good',b'male',b'General',b'WA',b'ONE',b'SEBA',b'AHSEC',b'ENGLISH',b'Excellent',b'Excellent',b'OTHERS',b'HOUSE_WIFE'
b'Good',b'female',b'SC',b'NO',b'THREE',b'SEBA',b'AHSEC',b'ENGLISH',b'Excellent',b'Excellent',b'BUSINESS',b'HOUSE_WIFE'
b'Good',b'female',b'General',b'WA',b'TWO',b'SEBA',b'AHSEC',b'ENGLISH',b'Excellent',b'Excellent',b'OTHERS',b'OTHERS'
b'Good',b'female',b'General',b'WA',b'ONE',b'CBSE',b'CBSE',b'ENGLISH',b'Excellent',b'Good',b'BUSINESS',b'HOUSE_WIFE'
b'Good',b'male',b'General',b'WA',b'TWO',b'SEBA',b'AHSEC',b'ENGLISH',b'Vg',b'Vg',b'SCHOOL_TEACHER',b'SCHOOL_TEACHER'
b'Good',b'male',b'General',b'NO',b'ONE',b'SEBA',b'AHSEC',b'OTHERS',b'Excellent',b'Excellent',b'SCHOOL_TEACHER',b'HOUSE_WIFE'
b'Good',b'male',b'OBC',b'WA',b'TWO',b'CBSE',b'CBSE',b'ENGLISH',b'Excellent',b'Excellent',b'OTHERS',b'HOUSE_WIFE'
b'Good',b'male',b'General',b'WA',b'TWO',b'SEBA',b'AHSEC',b'ENGLISH',b'Excellent',b'Vg',b'OTHERS',b'HOUSE_WIFE'
b'Good',b'male',b'General',b'NO',b'TWO',b'SEBA',b'AHSEC',b'OTHERS',b'Good',b'Good',b'SCHOOL_TEACHER',b'HOUSE_WIFE'
b'Good',b'female',b'OBC',b'WA',b'ONE',b'SEBA',b'AHSEC',b'ASSAMESE',b'Excellent',b'Excellent',b'OTHERS',b'SCHOOL_TEACHER'
b'Good',b'male',b'SC',b'NO',b'ONE',b'CBSE',b'CBSE',b'ENGLISH',b'Excellent',b'Excellent',b'BUSINESS',b'HOUSE_WIFE'
b'Good',b'male',b'General',b'WA',b'TWO',b'SEBA',b'AHSEC',b'ENGLISH',b'Vg',b'Vg',b'BUSINESS',b'HOUSE_WIFE'
b'Good',b'male',b'OBC',b'WA',b'TWO',b'CBSE',b'CBSE',b'ENGLISH',b'Vg',b'Good',b'BUSINESS',b'HOUSE_WIFE'
b'Good',b'male',b'General',b'NO',b'TWO',b'SEBA',b'AHSEC',b'ENGLISH',b'Vg',b'Vg',b'OTHERS',b'HOUSE_WIFE'
b'Good',b'male',b'General',b'WA',b'TWO',b'CBSE',b'CBSE',b'ENGLISH',b'Excellent',b'Excellent',b'SCHOOL_TEACHER',b'SCHOOL_TEACHER'
b'Good',b'male',b'General',b'WA',b'TWO',b'SEBA',b'AHSEC',b'OTHERS',b'Vg',b'Vg',b'SCHOOL_TEACHER',b'HOUSE_WIFE'
b'Good',b'female',b'ST',b'WA',b'ONE',b'SEBA',b'AHSEC',b'OTHERS',b'Excellent',b'Excellent',b'SCHOOL_TEACHER',b'SCHOOL_TEACHER'
b'Good',b'female',b'General',b'NO',b'ONE',b'SEBA',b'AHSEC',b'ENGLISH',b'Excellent',b'Excellent',b'OTHERS',b'SCHOOL_TEACHER'
b'Good',b'female',b'OBC',b'NO',b'ONE',b'SEBA',b'AHSEC',b'ENGLISH',b'Excellent',b'Excellent',b'OTHERS',b'OTHERS'
b'Good',b'male',b'SC',b'NO',b'THREE',b'CBSE',b'CBSE',b'ENGLISH',b'Excellent',b'Vg',b'OTHERS',b'HOUSE_WIFE'
b'Good',b'male',b'OBC',b'WA',b'TWO',b'SEBA',b'AHSEC',b'ASSAMESE',b'Excellent',b'Vg',b'OTHERS',b'HOUSE_WIFE'
b'Good',b'female',b'OBC',b'WA',b'TWO',b'SEBA',b'AHSEC',b'ENGLISH',b'Excellent',b'Vg',b'OTHERS',b'HOUSE_WIFE'
b'Good',b'male',b'General',b'OA',b'TWO',b'CBSE',b'CBSE',b'ENGLISH',b'Excellent',b'Excellent',b'OTHERS',b'SCHOOL_TEACHER'
b'Good',b'male',b'General',b'NO',b'TWO',b'CBSE',b'CBSE',b'ENGLISH',b'Excellent',b'Excellent',b'OTHERS',b'HOUSE_WIFE'
b'Good',b'male',b'General',b'WA',b'TWO',b'CBSE',b'CBSE',b'ENGLISH',b'Excellent',b'Vg',b'BUSINESS',b'HOUSE_WIFE'
b'Good',b'male',b'SC',b'WA',b'TWO',b'CBSE',b'CBSE',b'ENGLISH',b'Excellent',b'Excellent',b'CULTIVATOR',b'HOUSE_WIFE'
b'Good',b'male',b'General',b'OA',b'ONE',b'CBSE',b'CBSE',b'ENGLISH',b'Excellent',b'Excellent',b'DOCTOR',b'SCHOOL_TEACHER'
b'Good',b'male',b'General',b'NO',b'ONE',b'CBSE',b'CBSE',b'ENGLISH',b'Excellent',b'Excellent',b'DOCTOR',b'HOUSE_WIFE'
b'Good',b'male',b'General',b'NO',b'TWO',b'SEBA',b'AHSEC',b'OTHERS',b'Vg',b'Vg',b'BUSINESS',b'HOUSE_WIFE'
b'Good',b'male',b'General',b'WA',b'FOUR',b'SEBA',b'AHSEC',b'OTHERS',b'Vg',b'Good',b'SCHOOL_TEACHER',b'HOUSE_WIFE'
b'Good',b'female',b'SC',b'WA',b'TWO',b'SEBA',b'AHSEC',b'ENGLISH',b'Excellent',b'Excellent',b'OTHERS',b'HOUSE_WIFE'
b'Good',b'male',b'OBC',b'WA',b'TWO',b'CBSE',b'CBSE',b'ENGLISH',b'Excellent',b'Excellent',b'OTHERS',b'HOUSE_WIFE'
b'Good',b'female',b'General',b'WA',b'ONE',b'SEBA',b'CBSE',b'ENGLISH',b'Excellent',b'Excellent',b'BUSINESS',b'HOUSE_WIFE'
b'Good',b'female',b'General',b'WA',b'TWO',b'CBSE',b'CBSE',b'ENGLISH',b'Excellent',b'Vg',b'OTHERS',b'OTHERS'
b'Good',b'female',b'General',b'WA',b'TWO',b'SEBA',b'CBSE',b'ENGLISH',b'Excellent',b'Excellent',b'OTHERS',b'HOUSE_WIFE'
b'Good',b'female',b'OBC',b'WA',b'TWO',b'SEBA',b'AHSEC',b'ENGLISH',b'Excellent',b'Excellent',b'OTHERS',b'OTHERS'
b'Good',b'male',b'General',b'WA',b'TWO',b'CBSE',b'CBSE',b'ENGLISH',b'Excellent',b'Excellent',b'BUSINESS',b'OTHERS'
b'Good',b'female',b'General',b'NO',b'ONE',b'SEBA',b'CBSE',b'ENGLISH',b'Excellent',b'Excellent',b'SCHOOL_TEACHER',b'SCHOOL_TEACHER'
b'Good',b'female',b'OBC',b'WA',b'TWO',b'SEBA',b'AHSEC',b'ENGLISH',b'Excellent',b'Vg',b'OTHERS',b'HOUSE_WIFE'
b'Good',b'male',b'General',b'NO',b'ONE',b'CBSE',b'CBSE',b'ENGLISH',b'Excellent',b'Vg',b'BUSINESS',b'HOUSE_WIFE'
b'Good',b'male',b'General',b'NO',b'ONE',b'SEBA',b'CBSE',b'ENGLISH',b'Excellent',b'Excellent',b'BUSINESS',b'HOUSE_WIFE'
b'Good',b'female',b'SC',b'WA',b'ONE',b'OTHERS',b'CBSE',b'ENGLISH',b'Excellent',b'Excellent',b'DOCTOR',b'HOUSE_WIFE'
b'Good',b'female',b'OBC',b'WA',b'ONE',b'SEBA',b'AHSEC',b'ENGLISH',b'Excellent',b'Excellent',b'DOCTOR',b'HOUSE_WIFE'
b'Good',b'female',b'General',b'NO',b'TWO',b'SEBA',b'CBSE',b'ENGLISH',b'Excellent',b'Vg',b'BUSINESS',b'HOUSE_WIFE'
b'Good',b'female',b'OBC',b'WA',b'TWO',b'SEBA',b'AHSEC',b'ENGLISH',b'Excellent',b'Vg',b'DOCTOR',b'SCHOOL_TEACHER'
b'Good',b'male',b'General',b'WA',b'THREE',b'CBSE',b'CBSE',b'ENGLISH',b'Vg',b'Good',b'OTHERS',b'HOUSE_WIFE'
b'Good',b'female',b'General',b'NO',b'ONE',b'SEBA',b'AHSEC',b'ENGLISH',b'Excellent',b'Excellent',b'OTHERS',b'SCHOOL_TEACHER'
b'Good',b'male',b'General',b'WA',b'THREE',b'SEBA',b'AHSEC',b'OTHERS',b'Vg',b'Vg',b'CULTIVATOR',b'HOUSE_WIFE'
b'Good',b'male',b'OBC',b'WA',b'TWO',b'SEBA',b'AHSEC',b'ASSAMESE',b'Excellent',b'Excellent',b'SCHOOL_TEACHER',b'SCHOOL_TEACHER'
b'Good',b'female',b'General',b'WA',b'ONE',b'OTHERS',b'CBSE',b'ENGLISH',b'Excellent',b'Excellent',b'BUSINESS',b'HOUSE_WIFE'
b'Good',b'male',b'General',b'WA',b'THREE',b'SEBA',b'AHSEC',b'OTHERS',b'Vg',b'Vg',b'SCHOOL_TEACHER',b'HOUSE_WIFE'
b'Good',b'female',b'General',b'NO',b'THREE',b'CBSE',b'CBSE',b'ENGLISH',b'Excellent',b'Good',b'BUSINESS',b'OTHERS'
b'Good',b'female',b'General',b'WA',b'TWO',b'CBSE',b'CBSE',b'ENGLISH',b'Excellent',b'Excellent',b'BUSINESS',b'SCHOOL_TEACHER'
b'Good',b'male',b'General',b'OA',b'TWO',b'CBSE',b'CBSE',b'ENGLISH',b'Excellent',b'Vg',b'SCHOOL_TEACHER',b'HOUSE_WIFE'
b'Good',b'female',b'ST',b'NO',b'ONE',b'SEBA',b'AHSEC',b'OTHERS',b'Excellent',b'Excellent',b'OTHERS',b'HOUSE_WIFE'
b'Good',b'female',b'OBC',b'OA',b'ONE',b'OTHERS',b'CBSE',b'ENGLISH',b'Excellent',b'Excellent',b'BUSINESS',b'HOUSE_WIFE'
b'Good',b'female',b'General',b'WA',b'TWO',b'CBSE',b'CBSE',b'ENGLISH',b'Excellent',b'Excellent',b'OTHERS',b'OTHERS'
b'Good',b'male',b'General',b'WA',b'TWO',b'SEBA',b'AHSEC',b'ASSAMESE',b'Excellent',b'Excellent',b'DOCTOR',b'SCHOOL_TEACHER'
b'Good',b'female',b'General',b'WA',b'TWO',b'CBSE',b'CBSE',b'ENGLISH',b'Excellent',b'Excellent',b'OTHERS',b'HOUSE_WIFE'
b'Good',b'female',b'SC',b'NO',b'ONE',b'SEBA',b'AHSEC',b'ENGLISH',b'Excellent',b'Excellent',b'SCHOOL_TEACHER',b'SCHOOL_TEACHER'
b'Good',b'female',b'General',b'WA',b'ONE',b'SEBA',b'AHSEC',b'OTHERS',b'Excellent',b'Excellent',b'OTHERS',b'HOUSE_WIFE'
b'Good',b'male',b'General',b'WA',b'THREE',b'SEBA',b'AHSEC',b'ENGLISH',b'Excellent',b'Vg',b'SCHOOL_TEACHER',b'SCHOOL_TEACHER'
b'Good',b'male',b'OBC',b'NO',b'TWO',b'SEBA',b'AHSEC',b'ENGLISH',b'Good',b'Vg',b'OTHERS',b'OTHERS'
b'Good',b'male',b'General',b'WA',b'TWO',b'SEBA',b'AHSEC',b'OTHERS',b'Vg',b'Excellent',b'SCHOOL_TEACHER',b'HOUSE_WIFE'
b'Good',b'male',b'General',b'WA',b'THREE',b'CBSE',b'CBSE',b'ENGLISH',b'Good',b'Good',b'SCHOOL_TEACHER',b'HOUSE_WIFE'
b'Good',b'male',b'SC',b'WA',b'TWO',b'SEBA',b'AHSEC',b'ASSAMESE',b'Excellent',b'Vg',b'SCHOOL_TEACHER',b'HOUSE_WIFE'
b'Good',b'male',b'General',b'WA',b'TWO',b'SEBA',b'AHSEC',b'OTHERS',b'Good',b'Vg',b'SCHOOL_TEACHER',b'OTHERS'
b'Good',b'male',b'General',b'NO',b'ONE',b'SEBA',b'AHSEC',b'OTHERS',b'Excellent',b'Excellent',b'SCHOOL_TEACHER',b'HOUSE_WIFE'
b'Good',b'female',b'General',b'WA',b'ONE',b'SEBA',b'AHSEC',b'ENGLISH',b'Excellent',b'Excellent',b'BUSINESS',b'HOUSE_WIFE'
b'Good',b'male',b'General',b'OA',b'TWO',b'CBSE',b'CBSE',b'ENGLISH',b'Excellent',b'Excellent',b'CULTIVATOR',b'HOUSE_WIFE'
b'Good',b'male',b'General',b'OA',b'ONE',b'CBSE',b'CBSE',b'ENGLISH',b'Excellent',b'Excellent',b'DOCTOR',b'SCHOOL_TEACHER'
b'Good',b'male',b'General',b'WA',b'TWO',b'SEBA',b'AHSEC',b'OTHERS',b'Vg',b'Excellent',b'OTHERS',b'SCHOOL_TEACHER'
b'Good',b'male',b'General',b'WA',b'TWO',b'CBSE',b'AHSEC',b'ENGLISH',b'Excellent',b'Excellent',b'SCHOOL_TEACHER',b'SCHOOL_TEACHER'
b'Good',b'female',b'OBC',b'NO',b'ONE',b'CBSE',b'CBSE',b'ENGLISH',b'Excellent',b'Vg',b'OTHERS',b'OTHERS'
b'Good',b'female',b'OBC',b'WA',b'TWO',b'SEBA',b'AHSEC',b'ASSAMESE',b'Excellent',b'Excellent',b'DOCTOR',b'HOUSE_WIFE'
b'Good',b'male',b'General',b'NO',b'ONE',b'CBSE',b'CBSE',b'ENGLISH',b'Excellent',b'Excellent',b'OTHERS',b'OTHERS'
b'Good',b'male',b'SC',b'WA',b'ONE',b'SEBA',b'AHSEC',b'OTHERS',b'Excellent',b'Excellent',b'OTHERS',b'HOUSE_WIFE'
b'Good',b'male',b'General',b'WA',b'TWO',b'SEBA',b'AHSEC',b'OTHERS',b'Vg',b'Vg',b'OTHERS',b'HOUSE_WIFE'
b'Good',b'male',b'General',b'WA',b'ONE',b'CBSE',b'CBSE',b'ENGLISH',b'Excellent',b'Excellent',b'OTHERS',b'HOUSE_WIFE'
b'Good',b'male',b'OBC',b'WA',b'ONE',b'SEBA',b'AHSEC',b'ENGLISH',b'Excellent',b'Excellent',b'OTHERS',b'HOUSE_WIFE'
b'Good',b'female',b'General',b'WA',b'TWO',b'CBSE',b'CBSE',b'ENGLISH',b'Excellent',b'Excellent',b'OTHERS',b'HOUSE_WIFE'
b'Good',b'male',b'OBC',b'NO',b'TWO',b'SEBA',b'AHSEC',b'OTHERS',b'Average',b'Good',b'OTHERS',b'HOUSE_WIFE'
b'Good',b'male',b'General',b'NO',b'ONE',b'CBSE',b'CBSE',b'ENGLISH',b'Excellent',b'Excellent',b'OTHERS',b'HOUSE_WIFE'
b'Good',b'female',b'OBC',b'WA',b'TWO',b'SEBA',b'AHSEC',b'ENGLISH',b'Vg',b'Vg',b'DOCTOR',b'HOUSE_WIFE'
b'Good',b'male',b'General',b'NO',b'ONE',b'CBSE',b'CBSE',b'ENGLISH',b'Excellent',b'Excellent',b'OTHERS',b'HOUSE_WIFE'
b'Good',b'male',b'OBC',b'WA',b'THREE',b'SEBA',b'AHSEC',b'ASSAMESE',b'Good',b'Average',b'OTHERS',b'HOUSE_WIFE'
b'Good',b'male',b'OBC',b'WA',b'THREE',b'CBSE',b'CBSE',b'ENGLISH',b'Excellent',b'Vg',b'OTHERS',b'SCHOOL_TEACHER'
b'Good',b'male',b'OBC',b'WA',b'TWO',b'CBSE',b'CBSE',b'ENGLISH',b'Excellent',b'Excellent',b'BUSINESS',b'HOUSE_WIFE'
b'Good',b'male',b'OBC',b'NO',b'THREE',b'CBSE',b'AHSEC',b'ASSAMESE',b'Vg',b'Good',b'SCHOOL_TEACHER',b'HOUSE_WIFE'
