performance,gender,caste,coaching,class_10_education,class_12_education,medium,class_10_percentage,class_12_percentage,father_occupation,mother_occupation
Average,male,OBC,NO,SEBA,AHSEC,ASSAMESE,Excellent,Excellent,BUSINESS,SCHOOL_TEACHER
Good,female,SC,WA,CBSE,CBSE,ENGLISH,Excellent,Excellent,OTHERS,HOUSE_WIFE
Good,male,SC,WA,SEBA,AHSEC,ENGLISH,Vg,Good,SCHOOL_TEACHER,HOUSE_WIFE
Good,female,SC,WA,SEBA,AHSEC,ENGLISH,Excellent,Vg,BUSINESS,HOUSE_WIFE
Good,female,SC,NO,SEBA,AHSEC,OTHERS,Excellent,Excellent,ENGINEER,HOUSE_WIFE
Good,female,SC,OA,SEBA,AHSEC,ENGLISH,Excellent,Vg,OTHERS,HOUSE_WIFE
Good,female,SC,WA,SEBA,AHSEC,ENGLISH,Vg,Vg,OTHERS,HOUSE_WIFE
Average,female,SC,NO,CBSE,CBSE,ENGLISH,Excellent,Excellent,ENGINEER,HOUSE_WIFE
Average,female,SC,WA,CBSE,CBSE,ENGLISH,Excellent,Excellent,OTHERS,HOUSE_WIFE
Average,female,SC,WA,SEBA,AHSEC,ENGLISH,Excellent,Excellent,BUSINESS,HOUSE_WIFE
Average,male,SC,WA,SEBA,AHSEC,ASSAMESE,Good,Good,OTHERS,HOUSE_WIFE
Average,female,SC,WA,SEBA,AHSEC,ENGLISH,Excellent,Excellent,OTHERS,HOUSE_WIFE
Average,female,SC,WA,SEBA,AHSEC,ASSAMESE,Good,Good,SCHOOL_TEACHER,HOUSE_WIFE
Average,female,SC,WA,SEBA,CBSE,ENGLISH,Excellent,Excellent,BUSINESS,HOUSE_WIFE
Average,female,SC,WA,CBSE,CBSE,ENGLISH,Vg,Vg,BANK_OFFICIAL,OTHERS
Average,female,SC,NO,SEBA,AHSEC,ASSAMESE,Excellent,Excellent,OTHERS,HOUSE_WIFE
Average,female,SC,NO,SEBA,AHSEC,ASSAMESE,Average,Good,BUSINESS,HOUSE_WIFE
Average,male,SC,NO,CBSE,CBSE,ENGLISH,Excellent,Excellent,OTHERS,HOUSE_WIFE
Average,female,SC,NO,CBSE,CBSE,ENGLISH,Excellent,Excellent,OTHERS,OTHERS
Average,female,SC,WA,SEBA,AHSEC,ENGLISH,Excellent,Vg,BUSINESS,HOUSE_WIFE
Average,male,SC,WA,CBSE,CBSE,ENGLISH,Excellent,Excellent,OTHERS,HOUSE_WIFE
Average,male,SC,WA,SEBA,AHSEC,ASSAMESE,Vg,Vg,CULTIVATOR,HOUSE_WIFE
Average,male,SC,WA,CBSE,CBSE,ENGLISH,Excellent,Good,SCHOOL_TEACHER,OTHERS
Average,male,SC,WA,SEBA,AHSEC,ENGLISH,Excellent,Excellent,BUSINESS,SCHOOL_TEACHER
Average,female,SC,WA,SEBA,AHSEC,ENGLISH,Excellent,Vg,OTHERS,HOUSE_WIFE
Average,male,SC,NO,SEBA,CBSE,ENGLISH,Excellent,Excellent,BUSINESS,HOUSE_WIFE
Average,female,SC,WA,SEBA,AHSEC,OTHERS,Excellent,Vg,SCHOOL_TEACHER,HOUSE_WIFE
Average,male,SC,NO,SEBA,AHSEC,ENGLISH,Excellent,Excellent,OTHERS,OTHERS
Average,male,SC,NO,SEBA,AHSEC,ENGLISH,Vg,Vg,OTHERS,HOUSE_WIFE
Average,female,SC,NO,SEBA,CBSE,ENGLISH,Vg,Vg,DOCTOR,SCHOOL_TEACHER
Average,female,SC,WA,SEBA,AHSEC,OTHERS,Good,Good,SCHOOL_TEACHER,OTHERS
Average,female,SC,WA,SEBA,CBSE,ENGLISH,Vg,Excellent,OTHERS,HOUSE_WIFE
Average,female,SC,WA,SEBA,AHSEC,ENGLISH,Excellent,Vg,OTHERS,OTHERS
Average,male,SC,WA,SEBA,AHSEC,ENGLISH,Excellent,Vg,OTHERS,SCHOOL_TEACHER
Average,male,SC,WA,SEBA,AHSEC,ASSAMESE,Excellent,Vg,SCHOOL_TEACHER,HOUSE_WIFE
Average,female,SC,WA,CBSE,CBSE,ENGLISH,Excellent,Excellent,ENGINEER,HOUSE_WIFE
Average,male,SC,NO,SEBA,AHSEC,ENGLISH,Excellent,Excellent,BUSINESS,HOUSE_WIFE
Average,male,SC,WA,SEBA,AHSEC,ASSAMESE,Excellent,Excellent,ENGINEER,HOUSE_WIFE
Good,male,ST,WA,SEBA,AHSEC,ASSAMESE,Excellent,Excellent,SCHOOL_TEACHER,SCHOOL_TEACHER
Good,female,ST,WA,CBSE,CBSE,ENGLISH,Excellent,Vg,BUSINESS,HOUSE_WIFE
Good,female,ST,WA,SEBA,AHSEC,ENGLISH,Vg,Vg,BANK_OFFICIAL,HOUSE_WIFE
Average,female,ST,WA,SEBA,CBSE,ENGLISH,Vg,Vg,BUSINESS,HOUSE_WIFE
Average,male,ST,OA,CBSE,CBSE,ENGLISH,Excellent,Excellent,OTHERS,SCHOOL_TEACHER
Average,male,ST,NO,CBSE,CBSE,ENGLISH,Excellent,Excellent,SCHOOL_TEACHER,SCHOOL_TEACHER
Average,male,ST,NO,SEBA,AHSEC,ENGLISH,Vg,Vg,SCHOOL_TEACHER,SCHOOL_TEACHER
Average,male,ST,WA,CBSE,CBSE,ENGLISH,Excellent,Vg,OTHERS,HOUSE_WIFE
Average,female,ST,WA,CBSE,CBSE,ENGLISH,Excellent,Vg,OTHERS,SCHOOL_TEACHER
Average,female,ST,WA,SEBA,CBSE,ENGLISH,Excellent,Excellent,DOCTOR,COLLEGE_TEACHER
Average,female,ST,WA,SEBA,AHSEC,ENGLISH,Excellent,Excellent,OTHERS,HOUSE_WIFE
Average,female,ST,WA,CBSE,CBSE,ENGLISH,Excellent,Excellent,OTHERS,HOUSE_WIFE
Average,male,ST,WA,SEBA,AHSEC,ENGLISH,Good,Good,ENGINEER,SCHOOL_TEACHER
Average,male,ST,WA,SEBA,CBSE,ENGLISH,Excellent,Excellent,OTHERS,HOUSE_WIFE
Average,female,ST,WA,SEBA,AHSEC,ENGLISH,Excellent,Vg,SCHOOL_TEACHER,HOUSE_WIFE
Average,male,ST,NO,CBSE,CBSE,ENGLISH,Excellent,Excellent,CULTIVATOR,HOUSE_WIFE
Average,female,ST,WA,SEBA,AHSEC,ENGLISH,Vg,Vg,BANK_OFFICIAL,HOUSE_WIFE
Average,male,ST,WA,CBSE,CBSE,ENGLISH,Excellent,Vg,CULTIVATOR,HOUSE_WIFE
Average,female,ST,WA,CBSE,CBSE,ENGLISH,Excellent,Good,ENGINEER,BUSINESS
Average,male,ST,WA,SEBA,AHSEC,ENGLISH,Excellent,Excellent,OTHERS,HOUSE_WIFE
Average,male,ST,OA,CBSE,CBSE,ENGLISH,Excellent,Vg,BUSINESS,SCHOOL_TEACHER
Average,female,ST,WA,SEBA,AHSEC,ENGLISH,Vg,Vg,DOCTOR,HOUSE_WIFE
Average,female,ST,WA,CBSE,CBSE,ENGLISH,Vg,Vg,OTHERS,HOUSE_WIFE
Average,female,ST,WA,SEBA,AHSEC,ENGLISH,Excellent,Excellent,SCHOOL_TEACHER,HOUSE_WIFE
Average,male,ST,WA,CBSE,CBSE,ENGLISH,Excellent,Good,OTHERS,HOUSE_WIFE
Average,female,ST,WA,OTHERS,OTHERS,ENGLISH,Excellent,Excellent,DOCTOR,COLLEGE_TEACHER
Average,female,ST,WA,SEBA,AHSEC,ASSAMESE,Excellent,Vg,OTHERS,OTHERS
Average,male,ST,OA,CBSE,CBSE,ENGLISH,Excellent,Excellent,OTHERS,HOUSE_WIFE
Average,female,ST,NO,CBSE,CBSE,ENGLISH,Excellent,Excellent,BANK_OFFICIAL,HOUSE_WIFE
Average,male,ST,WA,SEBA,AHSEC,ASSAMESE,Excellent,Vg,BANK_OFFICIAL,HOUSE_WIFE
Average,female,ST,WA,SEBA,AHSEC,OTHERS,Average,Vg,OTHERS,HOUSE_WIFE
Average,male,ST,NO,SEBA,AHSEC,ENGLISH,Excellent,Excellent,OTHERS,OTHERS
Average,female,ST,WA,CBSE,CBSE,ENGLISH,Excellent,Good,ENGINEER,HOUSE_WIFE
Average,male,ST,WA,CBSE,CBSE,ENGLISH,Excellent,Excellent,CULTIVATOR,HOUSE_WIFE
Average,male,ST,WA,SEBA,AHSEC,ASSAMESE,Excellent,Excellent,CULTIVATOR,HOUSE_WIFE
Average,female,ST,WA,SEBA,AHSEC,ENGLISH,Vg,Average,OTHERS,HOUSE_WIFE
Average,male,ST,NO,CBSE,CBSE,ENGLISH,Vg,Good,CULTIVATOR,HOUSE_WIFE
Average,male,ST,WA,SEBA,AHSEC,ENGLISH,Average,Good,OTHERS,HOUSE_WIFE
Average,female,ST,OA,CBSE,CBSE,ENGLISH,Excellent,Vg,OTHERS,HOUSE_WIFE
Average,female,ST,WA,CBSE,CBSE,ENGLISH,Excellent,Vg,BANK_OFFICIAL,HOUSE_WIFE
Average,female,ST,WA,SEBA,AHSEC,ASSAMESE,Excellent,Excellent,SCHOOL_TEACHER,SCHOOL_TEACHER
Average,male,ST,OA,CBSE,CBSE,ENGLISH,Vg,Excellent,OTHERS,HOUSE_WIFE
Average,female,ST,WA,SEBA,AHSEC,ENGLISH,Excellent,Vg,OTHERS,HOUSE_WIFE
Average,female,ST,WA,SEBA,AHSEC,ENGLISH,Excellent,Vg,COLLEGE_TEACHER,HOUSE_WIFE
Average,female,ST,WA,SEBA,AHSEC,ENGLISH,Excellent,Good,SCHOOL_TEACHER,HOUSE_WIFE
Average,male,ST,WA,CBSE,CBSE,ENGLISH,Excellent,Vg,SCHOOL_TEACHER,HOUSE_WIFE
Average,male,ST,NO,SEBA,AHSEC,ENGLISH,Average,Average,OTHERS,HOUSE_WIFE
Average,male,ST,NO,CBSE,CBSE,ENGLISH,Excellent,Good,OTHERS,HOUSE_WIFE
Average,male,ST,NO,SEBA,AHSEC,ASSAMESE,Vg,Good,CULTIVATOR,HOUSE_WIFE
Average,female,ST,WA,SEBA,AHSEC,ENGLISH,Vg,Vg,OTHERS,HOUSE_WIFE
Average,male,ST,NO,SEBA,AHSEC,ENGLISH,Good,Vg,OTHERS,HOUSE_WIFE
Average,male,ST,WA,SEBA,AHSEC,ENGLISH,Vg,Vg,SCHOOL_TEACHER,HOUSE_WIFE
Average,male,ST,WA,SEBA,AHSEC,ENGLISH,Excellent,Good,OTHERS,HOUSE_WIFE
Average,male,ST,NO,CBSE,CBSE,ENGLISH,Excellent,Excellent,SCHOOL_TEACHER,HOUSE_WIFE
Average,female,ST,WA,CBSE,CBSE,ENGLISH,Excellent,Excellent,ENGINEER,OTHERS
Average,male,ST,NO,CBSE,CBSE,ENGLISH,Excellent,Excellent,OTHERS,HOUSE_WIFE
Average,female,ST,WA,SEBA,AHSEC,ENGLISH,Excellent,Vg,CULTIVATOR,OTHERS
Average,female,ST,WA,CBSE,CBSE,ENGLISH,Excellent,Vg,ENGINEER,HOUSE_WIFE
Average,female,ST,WA,CBSE,CBSE,ENGLISH,Excellent,Good,OTHERS,HOUSE_WIFE
Average,male,ST,WA,CBSE,CBSE,ENGLISH,Vg,Vg,OTHERS,HOUSE_WIFE
Average,male,ST,OA,CBSE,CBSE,ENGLISH,Excellent,Vg,CULTIVATOR,HOUSE_WIFE
Average,female,ST,WA,SEBA,AHSEC,ENGLISH,Excellent,Excellent,SCHOOL_TEACHER,SCHOOL_TEACHER
Average,male,ST,NO,SEBA,AHSEC,ENGLISH,Average,Good,BUSINESS,HOUSE_WIFE
Average,male,ST,NO,SEBA,AHSEC,ASSAMESE,Average,Average,CULTIVATOR,HOUSE_WIFE
Average,male,ST,NO,SEBA,AHSEC,ENGLISH,Excellent,Excellent,DOCTOR,HOUSE_WIFE
Average,male,ST,OA,CBSE,CBSE,ENGLISH,Vg,Excellent,SCHOOL_TEACHER,OTHERS
Average,male,ST,WA,CBSE,CBSE,ENGLISH,Excellent,Vg,ENGINEER,HOUSE_WIFE
Average,male,ST,WA,SEBA,AHSEC,ENGLISH,Good,Good,OTHERS,HOUSE_WIFE
Average,male,ST,WA,SEBA,AHSEC,ENGLISH,Excellent,Excellent,OTHERS,OTHERS
Average,female,ST,NO,CBSE,CBSE,ENGLISH,Excellent,Excellent,OTHERS,DOCTOR
Average,female,ST,WA,SEBA,AHSEC,ENGLISH,Excellent,Vg,OTHERS,SCHOOL_TEACHER
Average,male,ST,WA,CBSE,AHSEC,ENGLISH,Good,Good,OTHERS,SCHOOL_TEACHER
Average,female,ST,WA,SEBA,AHSEC,ENGLISH,Vg,Good,ENGINEER,HOUSE_WIFE
Average,male,ST,WA,SEBA,AHSEC,ENGLISH,Vg,Vg,OTHERS,HOUSE_WIFE
Average,male,ST,NO,SEBA,AHSEC,ENGLISH,Good,Average,CULTIVATOR,HOUSE_WIFE
Average,female,ST,WA,OTHERS,OTHERS,ENGLISH,Vg,Vg,SCHOOL_TEACHER,HOUSE_WIFE
Average,female,ST,WA,SEBA,AHSEC,ENGLISH,Vg,Vg,OTHERS,SCHOOL_TEACHER
Average,male,ST,WA,CBSE,CBSE,ENGLISH,Vg,Vg,BANK_OFFICIAL,HOUSE_WIFE
Average,female,ST,WA,SEBA,AHSEC,ENGLISH,Vg,Vg,BUSINESS,DOCTOR
Average,female,ST,WA,SEBA,AHSEC,ASSAMESE,Vg,Good,CULTIVATOR,HOUSE_WIFE
Average,male,ST,NO,SEBA,AHSEC,ENGLISH,Average,Good,BUSINESS,OTHERS
Average,male,ST,WA,SEBA,AHSEC,ENGLISH,Good,Good,OTHERS,SCHOOL_TEACHER
Average,male,ST,WA,SEBA,AHSEC,ENGLISH,Vg,Good,OTHERS,HOUSE_WIFE
Average,female,ST,WA,SEBA,AHSEC,ENGLISH,Good,Good,SCHOOL_TEACHER,HOUSE_WIFE
Average,male,ST,WA,SEBA,AHSEC,ENGLISH,Good,Good,SCHOOL_TEACHER,HOUSE_WIFE
Average,female,ST,OA,OTHERS,OTHERS,ENGLISH,Good,Good,CULTIVATOR,HOUSE_WIFE
Average,female,ST,WA,SEBA,AHSEC,ENGLISH,Good,Good,OTHERS,HOUSE_WIFE
Average,female,ST,NO,SEBA,AHSEC,ENGLISH,Average,Average,SCHOOL_TEACHER,HOUSE_WIFE
Average,male,ST,WA,CBSE,CBSE,ENGLISH,Excellent,Excellent,OTHERS,SCHOOL_TEACHER
Average,female,ST,WA,SEBA,AHSEC,ENGLISH,Vg,Vg,OTHERS,OTHERS
Average,male,ST,NO,SEBA,AHSEC,ENGLISH,Vg,Vg,CULTIVATOR,OTHERS
Average,female,ST,WA,CBSE,AHSEC,ENGLISH,Excellent,Good,BUSINESS,HOUSE_WIFE
Average,female,ST,WA,SEBA,AHSEC,ENGLISH,Excellent,Vg,OTHERS,OTHERS
Average,female,ST,NO,SEBA,AHSEC,ENGLISH,Vg,Good,BUSINESS,SCHOOL_TEACHER
Average,female,ST,WA,SEBA,CBSE,ENGLISH,Good,Vg,DOCTOR,SCHOOL_TEACHER
Average,female,ST,WA,SEBA,AHSEC,ENGLISH,Good,Vg,OTHERS,HOUSE_WIFE
Average,male,ST,WA,SEBA,AHSEC,ENGLISH,Vg,Good,CULTIVATOR,HOUSE_WIFE
Average,male,ST,WA,SEBA,CBSE,ENGLISH,Good,Vg,OTHERS,SCHOOL_TEACHER
Average,female,ST,NO,SEBA,CBSE,ENGLISH,Vg,Good,BUSINESS,OTHERS
